,W,H,C_IN,KERNEL_SIZE,C_OUT (filters count),STRIDE,PAD,,Layer name
,16,16,256,1,32,1,0,,Test 1929
,16,16,256,1,32,1,1,,Test 1930
,16,16,256,1,32,2,0,,Test 1931
,16,16,256,1,32,2,1,,Test 1932
,16,16,256,1,64,1,0,,Test 1933
,16,16,256,1,64,1,1,,Test 1934
,16,16,256,1,64,2,0,,Test 1935
,16,16,256,1,64,2,1,,Test 1936
,16,16,256,1,128,1,0,,Test 1937
,16,16,256,1,128,1,1,,Test 1938
,16,16,256,1,128,2,0,,Test 1939
,16,16,256,1,128,2,1,,Test 1940
,16,16,256,1,256,1,0,,Test 1941
,16,16,256,1,256,1,1,,Test 1942
,16,16,256,1,256,2,0,,Test 1943
,16,16,256,1,256,2,1,,Test 1944
,16,16,256,1,512,1,0,,Test 1945
,16,16,256,1,512,1,1,,Test 1946
,16,16,256,1,512,2,0,,Test 1947
,16,16,256,1,512,2,1,,Test 1948
,16,16,256,1,1024,1,0,,Test 1949
,16,16,256,1,1024,1,1,,Test 1950
,16,16,256,1,1024,2,0,,Test 1951
,16,16,256,1,1024,2,1,,Test 1952
,16,16,256,3,8,1,0,,Test 1953
,16,16,256,3,8,1,1,,Test 1954
,16,16,256,3,8,2,0,,Test 1955
,16,16,256,3,8,2,1,,Test 1956
,16,16,256,3,16,1,0,,Test 1957
,16,16,256,3,16,1,1,,Test 1958
,16,16,256,3,16,2,0,,Test 1959
,16,16,256,3,16,2,1,,Test 1960
,16,16,256,3,32,1,0,,Test 1961
,16,16,256,3,32,1,1,,Test 1962
,16,16,256,3,32,2,0,,Test 1963
,16,16,256,3,32,2,1,,Test 1964
,16,16,256,3,64,1,0,,Test 1965
,16,16,256,3,64,1,1,,Test 1966
,16,16,256,3,64,2,0,,Test 1967
,16,16,256,3,64,2,1,,Test 1968
,16,16,256,3,128,1,0,,Test 1969
,16,16,256,3,128,1,1,,Test 1970
,16,16,256,3,128,2,0,,Test 1971
,16,16,256,3,128,2,1,,Test 1972
,16,16,256,3,256,1,0,,Test 1973
,16,16,256,3,256,1,1,,Test 1974
,16,16,256,3,256,2,0,,Test 1975
,16,16,256,3,256,2,1,,Test 1976
,16,16,256,3,512,1,0,,Test 1977
,16,16,256,3,512,1,1,,Test 1978
,16,16,256,3,512,2,0,,Test 1979
,16,16,256,3,512,2,1,,Test 1980
,16,16,256,3,1024,1,0,,Test 1981
,16,16,256,3,1024,1,1,,Test 1982
,16,16,256,3,1024,2,0,,Test 1983
,16,16,256,3,1024,2,1,,Test 1984
,16,16,256,5,8,1,0,,Test 1985
,16,16,256,5,8,1,1,,Test 1986
,16,16,256,5,8,2,0,,Test 1987
,16,16,256,5,8,2,1,,Test 1988
,16,16,256,5,16,1,0,,Test 1989
,16,16,256,5,16,1,1,,Test 1990
,16,16,256,5,16,2,0,,Test 1991
,16,16,256,5,16,2,1,,Test 1992
,16,16,256,5,32,1,0,,Test 1993
,16,16,256,5,32,1,1,,Test 1994
,16,16,256,5,32,2,0,,Test 1995
,16,16,256,5,32,2,1,,Test 1996
,16,16,256,5,64,1,0,,Test 1997
,16,16,256,5,64,1,1,,Test 1998
,16,16,256,5,64,2,0,,Test 1999
,16,16,256,5,64,2,1,,Test 2000
,16,16,256,5,128,1,0,,Test 2001
,16,16,256,5,128,1,1,,Test 2002
,16,16,256,5,128,2,0,,Test 2003
,16,16,256,5,128,2,1,,Test 2004
,16,16,256,5,256,1,0,,Test 2005
,16,16,256,5,256,1,1,,Test 2006
,16,16,256,5,256,2,0,,Test 2007
,16,16,256,5,256,2,1,,Test 2008
,16,16,256,5,512,1,0,,Test 2009
,16,16,256,5,512,1,1,,Test 2010
,16,16,256,5,512,2,0,,Test 2011
,16,16,256,5,512,2,1,,Test 2012
,16,16,256,5,1024,1,0,,Test 2013
,16,16,256,5,1024,1,1,,Test 2014
,16,16,256,5,1024,2,0,,Test 2015
,16,16,256,5,1024,2,1,,Test 2016
,16,16,256,7,8,1,0,,Test 2017
,16,16,256,7,8,1,1,,Test 2018
,16,16,256,7,8,2,0,,Test 2019
,16,16,256,7,8,2,1,,Test 2020
,16,16,256,7,16,1,0,,Test 2021
,16,16,256,7,16,1,1,,Test 2022
,16,16,256,7,16,2,0,,Test 2023
,16,16,256,7,16,2,1,,Test 2024
,16,16,256,7,32,1,0,,Test 2025
,16,16,256,7,32,1,1,,Test 2026
,16,16,256,7,32,2,0,,Test 2027
,16,16,256,7,32,2,1,,Test 2028
,16,16,256,7,64,1,0,,Test 2029
,16,16,256,7,64,1,1,,Test 2030
,16,16,256,7,64,2,0,,Test 2031
,16,16,256,7,64,2,1,,Test 2032
,16,16,256,7,128,1,0,,Test 2033
,16,16,256,7,128,1,1,,Test 2034
,16,16,256,7,128,2,0,,Test 2035
,16,16,256,7,128,2,1,,Test 2036
,16,16,256,7,256,1,0,,Test 2037
,16,16,256,7,256,1,1,,Test 2038
,16,16,256,7,256,2,0,,Test 2039
,16,16,256,7,256,2,1,,Test 2040
,16,16,256,7,512,1,0,,Test 2041
,16,16,256,7,512,1,1,,Test 2042
,16,16,256,7,512,2,0,,Test 2043
,16,16,256,7,512,2,1,,Test 2044
,16,16,256,7,1024,1,0,,Test 2045
,16,16,256,7,1024,1,1,,Test 2046
,16,16,256,7,1024,2,0,,Test 2047
,16,16,256,7,1024,2,1,,Test 2048
,16,16,512,1,8,1,0,,Test 2049
,16,16,512,1,8,1,1,,Test 2050
,16,16,512,1,8,2,0,,Test 2051
,16,16,512,1,8,2,1,,Test 2052
,16,16,512,1,16,1,0,,Test 2053
,16,16,512,1,16,1,1,,Test 2054
,16,16,512,1,16,2,0,,Test 2055
,16,16,512,1,16,2,1,,Test 2056
,16,16,512,1,32,1,0,,Test 2057
,16,16,512,1,32,1,1,,Test 2058
,16,16,512,1,32,2,0,,Test 2059
,16,16,512,1,32,2,1,,Test 2060
,16,16,512,1,64,1,0,,Test 2061
,16,16,512,1,64,1,1,,Test 2062
,16,16,512,1,64,2,0,,Test 2063
,16,16,512,1,64,2,1,,Test 2064
,16,16,512,1,128,1,0,,Test 2065
,16,16,512,1,128,1,1,,Test 2066
,16,16,512,1,128,2,0,,Test 2067
,16,16,512,1,128,2,1,,Test 2068
,16,16,512,1,256,1,0,,Test 2069
,16,16,512,1,256,1,1,,Test 2070
,16,16,512,1,256,2,0,,Test 2071
,16,16,512,1,256,2,1,,Test 2072
,16,16,512,1,512,1,0,,Test 2073
,16,16,512,1,512,1,1,,Test 2074
,16,16,512,1,512,2,0,,Test 2075
,16,16,512,1,512,2,1,,Test 2076
,16,16,512,1,1024,1,0,,Test 2077
,16,16,512,1,1024,1,1,,Test 2078
,16,16,512,1,1024,2,0,,Test 2079
,16,16,512,1,1024,2,1,,Test 2080
,16,16,512,3,8,1,0,,Test 2081
,16,16,512,3,8,1,1,,Test 2082
,16,16,512,3,8,2,0,,Test 2083
,16,16,512,3,8,2,1,,Test 2084
,16,16,512,3,16,1,0,,Test 2085
,16,16,512,3,16,1,1,,Test 2086
,16,16,512,3,16,2,0,,Test 2087
,16,16,512,3,16,2,1,,Test 2088
,16,16,512,3,32,1,0,,Test 2089
,16,16,512,3,32,1,1,,Test 2090
,16,16,512,3,32,2,0,,Test 2091
,16,16,512,3,32,2,1,,Test 2092
,16,16,512,3,64,1,0,,Test 2093
,16,16,512,3,64,1,1,,Test 2094
,16,16,512,3,64,2,0,,Test 2095
,16,16,512,3,64,2,1,,Test 2096
,16,16,512,3,128,1,0,,Test 2097
,16,16,512,3,128,1,1,,Test 2098
,16,16,512,3,128,2,0,,Test 2099
,16,16,512,3,128,2,1,,Test 2100
,16,16,512,3,256,1,0,,Test 2101
,16,16,512,3,256,1,1,,Test 2102
,16,16,512,3,256,2,0,,Test 2103
,16,16,512,3,256,2,1,,Test 2104
,16,16,512,3,512,1,0,,Test 2105
,16,16,512,3,512,1,1,,Test 2106
,16,16,512,3,512,2,0,,Test 2107
,16,16,512,3,512,2,1,,Test 2108
,16,16,512,3,1024,1,0,,Test 2109
,16,16,512,3,1024,1,1,,Test 2110
,16,16,512,3,1024,2,0,,Test 2111
,16,16,512,3,1024,2,1,,Test 2112
,16,16,512,5,8,1,0,,Test 2113
,16,16,512,5,8,1,1,,Test 2114
,16,16,512,5,8,2,0,,Test 2115
,16,16,512,5,8,2,1,,Test 2116
,16,16,512,5,16,1,0,,Test 2117
,16,16,512,5,16,1,1,,Test 2118
,16,16,512,5,16,2,0,,Test 2119
,16,16,512,5,16,2,1,,Test 2120
,16,16,512,5,32,1,0,,Test 2121
,16,16,512,5,32,1,1,,Test 2122
,16,16,512,5,32,2,0,,Test 2123
,16,16,512,5,32,2,1,,Test 2124
,16,16,512,5,64,1,0,,Test 2125
,16,16,512,5,64,1,1,,Test 2126
,16,16,512,5,64,2,0,,Test 2127
,16,16,512,5,64,2,1,,Test 2128
,16,16,512,5,128,1,0,,Test 2129
,16,16,512,5,128,1,1,,Test 2130
,16,16,512,5,128,2,0,,Test 2131
,16,16,512,5,128,2,1,,Test 2132
,16,16,512,5,256,1,0,,Test 2133
,16,16,512,5,256,1,1,,Test 2134
,16,16,512,5,256,2,0,,Test 2135
,16,16,512,5,256,2,1,,Test 2136
,16,16,512,5,512,1,0,,Test 2137
,16,16,512,5,512,1,1,,Test 2138
,16,16,512,5,512,2,0,,Test 2139
,16,16,512,5,512,2,1,,Test 2140
,16,16,512,5,1024,1,0,,Test 2141
,16,16,512,5,1024,1,1,,Test 2142
,16,16,512,5,1024,2,0,,Test 2143
,16,16,512,5,1024,2,1,,Test 2144
,16,16,512,7,8,1,0,,Test 2145
,16,16,512,7,8,1,1,,Test 2146
,16,16,512,7,8,2,0,,Test 2147
,16,16,512,7,8,2,1,,Test 2148
,16,16,512,7,16,1,0,,Test 2149
,16,16,512,7,16,1,1,,Test 2150
,16,16,512,7,16,2,0,,Test 2151
,16,16,512,7,16,2,1,,Test 2152
,16,16,512,7,32,1,0,,Test 2153
,16,16,512,7,32,1,1,,Test 2154
,16,16,512,7,32,2,0,,Test 2155
,16,16,512,7,32,2,1,,Test 2156
,16,16,512,7,64,1,0,,Test 2157
,16,16,512,7,64,1,1,,Test 2158
,16,16,512,7,64,2,0,,Test 2159
,16,16,512,7,64,2,1,,Test 2160
,16,16,512,7,128,1,0,,Test 2161
,16,16,512,7,128,1,1,,Test 2162
,16,16,512,7,128,2,0,,Test 2163
,16,16,512,7,128,2,1,,Test 2164
,16,16,512,7,256,1,0,,Test 2165
,16,16,512,7,256,1,1,,Test 2166
,16,16,512,7,256,2,0,,Test 2167
,16,16,512,7,256,2,1,,Test 2168
,16,16,512,7,512,1,0,,Test 2169
,16,16,512,7,512,1,1,,Test 2170
,16,16,512,7,512,2,0,,Test 2171
,16,16,512,7,512,2,1,,Test 2172
,16,16,512,7,1024,1,0,,Test 2173
,16,16,512,7,1024,1,1,,Test 2174
,16,16,512,7,1024,2,0,,Test 2175
,16,16,512,7,1024,2,1,,Test 2176
,16,16,1024,1,8,1,0,,Test 2177
,16,16,1024,1,8,1,1,,Test 2178
,16,16,1024,1,8,2,0,,Test 2179
,16,16,1024,1,8,2,1,,Test 2180
,16,16,1024,1,16,1,0,,Test 2181
,16,16,1024,1,16,1,1,,Test 2182
,16,16,1024,1,16,2,0,,Test 2183
,16,16,1024,1,16,2,1,,Test 2184
,16,16,1024,1,32,1,0,,Test 2185
,16,16,1024,1,32,1,1,,Test 2186
,16,16,1024,1,32,2,0,,Test 2187
,16,16,1024,1,32,2,1,,Test 2188
,16,16,1024,1,64,1,0,,Test 2189
,16,16,1024,1,64,1,1,,Test 2190
,16,16,1024,1,64,2,0,,Test 2191
,16,16,1024,1,64,2,1,,Test 2192
,16,16,1024,1,128,1,0,,Test 2193
,16,16,1024,1,128,1,1,,Test 2194
,16,16,1024,1,128,2,0,,Test 2195
,16,16,1024,1,128,2,1,,Test 2196
,16,16,1024,1,256,1,0,,Test 2197
,16,16,1024,1,256,1,1,,Test 2198
,16,16,1024,1,256,2,0,,Test 2199
,16,16,1024,1,256,2,1,,Test 2200
,16,16,1024,1,512,1,0,,Test 2201
,16,16,1024,1,512,1,1,,Test 2202
,16,16,1024,1,512,2,0,,Test 2203
,16,16,1024,1,512,2,1,,Test 2204
,16,16,1024,1,1024,1,0,,Test 2205
,16,16,1024,1,1024,1,1,,Test 2206
,16,16,1024,1,1024,2,0,,Test 2207
,16,16,1024,1,1024,2,1,,Test 2208
,16,16,1024,3,8,1,0,,Test 2209
,16,16,1024,3,8,1,1,,Test 2210
,16,16,1024,3,8,2,0,,Test 2211
,16,16,1024,3,8,2,1,,Test 2212
,16,16,1024,3,16,1,0,,Test 2213
,16,16,1024,3,16,1,1,,Test 2214
,16,16,1024,3,16,2,0,,Test 2215
,16,16,1024,3,16,2,1,,Test 2216
,16,16,1024,3,32,1,0,,Test 2217
,16,16,1024,3,32,1,1,,Test 2218
,16,16,1024,3,32,2,0,,Test 2219
,16,16,1024,3,32,2,1,,Test 2220
,16,16,1024,3,64,1,0,,Test 2221
,16,16,1024,3,64,1,1,,Test 2222
,16,16,1024,3,64,2,0,,Test 2223
,16,16,1024,3,64,2,1,,Test 2224
,16,16,1024,3,128,1,0,,Test 2225
,16,16,1024,3,128,1,1,,Test 2226
,16,16,1024,3,128,2,0,,Test 2227
,16,16,1024,3,128,2,1,,Test 2228
,16,16,1024,3,256,1,0,,Test 2229
,16,16,1024,3,256,1,1,,Test 2230
,16,16,1024,3,256,2,0,,Test 2231
,16,16,1024,3,256,2,1,,Test 2232
,16,16,1024,3,512,1,0,,Test 2233
,16,16,1024,3,512,1,1,,Test 2234
,16,16,1024,3,512,2,0,,Test 2235
,16,16,1024,3,512,2,1,,Test 2236
,16,16,1024,3,1024,1,0,,Test 2237
,16,16,1024,3,1024,1,1,,Test 2238
,16,16,1024,3,1024,2,0,,Test 2239
,16,16,1024,3,1024,2,1,,Test 2240
,16,16,1024,5,8,1,0,,Test 2241
,16,16,1024,5,8,1,1,,Test 2242
,16,16,1024,5,8,2,0,,Test 2243
,16,16,1024,5,8,2,1,,Test 2244
,16,16,1024,5,16,1,0,,Test 2245
,16,16,1024,5,16,1,1,,Test 2246
,16,16,1024,5,16,2,0,,Test 2247
,16,16,1024,5,16,2,1,,Test 2248
,16,16,1024,5,32,1,0,,Test 2249
,16,16,1024,5,32,1,1,,Test 2250
,16,16,1024,5,32,2,0,,Test 2251
,16,16,1024,5,32,2,1,,Test 2252
,16,16,1024,5,64,1,0,,Test 2253
,16,16,1024,5,64,1,1,,Test 2254
,16,16,1024,5,64,2,0,,Test 2255
,16,16,1024,5,64,2,1,,Test 2256
,16,16,1024,5,128,1,0,,Test 2257
,16,16,1024,5,128,1,1,,Test 2258
,16,16,1024,5,128,2,0,,Test 2259
,16,16,1024,5,128,2,1,,Test 2260
,16,16,1024,5,256,1,0,,Test 2261
,16,16,1024,5,256,1,1,,Test 2262
,16,16,1024,5,256,2,0,,Test 2263
,16,16,1024,5,256,2,1,,Test 2264
,16,16,1024,5,512,1,0,,Test 2265
,16,16,1024,5,512,1,1,,Test 2266
,16,16,1024,5,512,2,0,,Test 2267
,16,16,1024,5,512,2,1,,Test 2268
,16,16,1024,5,1024,1,0,,Test 2269
,16,16,1024,5,1024,1,1,,Test 2270
,16,16,1024,5,1024,2,0,,Test 2271
,16,16,1024,5,1024,2,1,,Test 2272
,16,16,1024,7,8,1,0,,Test 2273
,16,16,1024,7,8,1,1,,Test 2274
,16,16,1024,7,8,2,0,,Test 2275
,16,16,1024,7,8,2,1,,Test 2276
,16,16,1024,7,16,1,0,,Test 2277
,16,16,1024,7,16,1,1,,Test 2278
,16,16,1024,7,16,2,0,,Test 2279
,16,16,1024,7,16,2,1,,Test 2280
,16,16,1024,7,32,1,0,,Test 2281
,16,16,1024,7,32,1,1,,Test 2282
,16,16,1024,7,32,2,0,,Test 2283
,16,16,1024,7,32,2,1,,Test 2284
,16,16,1024,7,64,1,0,,Test 2285
,16,16,1024,7,64,1,1,,Test 2286
,16,16,1024,7,64,2,0,,Test 2287
,16,16,1024,7,64,2,1,,Test 2288
,16,16,1024,7,128,1,0,,Test 2289
,16,16,1024,7,128,1,1,,Test 2290
,16,16,1024,7,128,2,0,,Test 2291
,16,16,1024,7,128,2,1,,Test 2292
,16,16,1024,7,256,1,0,,Test 2293
,16,16,1024,7,256,1,1,,Test 2294
,16,16,1024,7,256,2,0,,Test 2295
,16,16,1024,7,256,2,1,,Test 2296
,16,16,1024,7,512,1,0,,Test 2297
,16,16,1024,7,512,1,1,,Test 2298
,16,16,1024,7,512,2,0,,Test 2299
,16,16,1024,7,512,2,1,,Test 2300
,16,16,1024,7,1024,1,0,,Test 2301
,16,16,1024,7,1024,1,1,,Test 2302
,16,16,1024,7,1024,2,0,,Test 2303
,16,16,1024,7,1024,2,1,,Test 2304
,64,64,3,1,8,1,0,,Test 2305
,64,64,3,1,8,1,1,,Test 2306
,64,64,3,1,8,2,0,,Test 2307
,64,64,3,1,8,2,1,,Test 2308
,64,64,3,1,16,1,0,,Test 2309
,64,64,3,1,16,1,1,,Test 2310
,64,64,3,1,16,2,0,,Test 2311
,64,64,3,1,16,2,1,,Test 2312
,64,64,3,1,32,1,0,,Test 2313
,64,64,3,1,32,1,1,,Test 2314
,64,64,3,1,32,2,0,,Test 2315
,64,64,3,1,32,2,1,,Test 2316
,64,64,3,1,64,1,0,,Test 2317
,64,64,3,1,64,1,1,,Test 2318
,64,64,3,1,64,2,0,,Test 2319
,64,64,3,1,64,2,1,,Test 2320
,64,64,3,1,128,1,0,,Test 2321
,64,64,3,1,128,1,1,,Test 2322
,64,64,3,1,128,2,0,,Test 2323
,64,64,3,1,128,2,1,,Test 2324
,64,64,3,1,256,1,0,,Test 2325
,64,64,3,1,256,1,1,,Test 2326
,64,64,3,1,256,2,0,,Test 2327
,64,64,3,1,256,2,1,,Test 2328
,64,64,3,1,512,1,0,,Test 2329
,64,64,3,1,512,1,1,,Test 2330
,64,64,3,1,512,2,0,,Test 2331
,64,64,3,1,512,2,1,,Test 2332
,64,64,3,1,1024,1,0,,Test 2333
,64,64,3,1,1024,1,1,,Test 2334
,64,64,3,1,1024,2,0,,Test 2335
,64,64,3,1,1024,2,1,,Test 2336
,64,64,3,3,8,1,0,,Test 2337
,64,64,3,3,8,1,1,,Test 2338
,64,64,3,3,8,2,0,,Test 2339
,64,64,3,3,8,2,1,,Test 2340
,64,64,3,3,16,1,0,,Test 2341
,64,64,3,3,16,1,1,,Test 2342
,64,64,3,3,16,2,0,,Test 2343
,64,64,3,3,16,2,1,,Test 2344
,64,64,3,3,32,1,0,,Test 2345
,64,64,3,3,32,1,1,,Test 2346
,64,64,3,3,32,2,0,,Test 2347
,64,64,3,3,32,2,1,,Test 2348
,64,64,3,3,64,1,0,,Test 2349
,64,64,3,3,64,1,1,,Test 2350
,64,64,3,3,64,2,0,,Test 2351
,64,64,3,3,64,2,1,,Test 2352
,64,64,3,3,128,1,0,,Test 2353
,64,64,3,3,128,1,1,,Test 2354
,64,64,3,3,128,2,0,,Test 2355
,64,64,3,3,128,2,1,,Test 2356
,64,64,3,3,256,1,0,,Test 2357
,64,64,3,3,256,1,1,,Test 2358
,64,64,3,3,256,2,0,,Test 2359
,64,64,3,3,256,2,1,,Test 2360
,64,64,3,3,512,1,0,,Test 2361
,64,64,3,3,512,1,1,,Test 2362
,64,64,3,3,512,2,0,,Test 2363
,64,64,3,3,512,2,1,,Test 2364
,64,64,3,3,1024,1,0,,Test 2365
,64,64,3,3,1024,1,1,,Test 2366
,64,64,3,3,1024,2,0,,Test 2367
,64,64,3,3,1024,2,1,,Test 2368
,64,64,3,5,8,1,0,,Test 2369
,64,64,3,5,8,1,1,,Test 2370
,64,64,3,5,8,2,0,,Test 2371
,64,64,3,5,8,2,1,,Test 2372
,64,64,3,5,16,1,0,,Test 2373
,64,64,3,5,16,1,1,,Test 2374
,64,64,3,5,16,2,0,,Test 2375
,64,64,3,5,16,2,1,,Test 2376
,64,64,3,5,32,1,0,,Test 2377
,64,64,3,5,32,1,1,,Test 2378
,64,64,3,5,32,2,0,,Test 2379
,64,64,3,5,32,2,1,,Test 2380
,64,64,3,5,64,1,0,,Test 2381
,64,64,3,5,64,1,1,,Test 2382
,64,64,3,5,64,2,0,,Test 2383
,64,64,3,5,64,2,1,,Test 2384
,64,64,3,5,128,1,0,,Test 2385
,64,64,3,5,128,1,1,,Test 2386
,64,64,3,5,128,2,0,,Test 2387
,64,64,3,5,128,2,1,,Test 2388
,64,64,3,5,256,1,0,,Test 2389
,64,64,3,5,256,1,1,,Test 2390
,64,64,3,5,256,2,0,,Test 2391
,64,64,3,5,256,2,1,,Test 2392
,64,64,3,5,512,1,0,,Test 2393
,64,64,3,5,512,1,1,,Test 2394
,64,64,3,5,512,2,0,,Test 2395
,64,64,3,5,512,2,1,,Test 2396
,64,64,3,5,1024,1,0,,Test 2397
,64,64,3,5,1024,1,1,,Test 2398
,64,64,3,5,1024,2,0,,Test 2399
,64,64,3,5,1024,2,1,,Test 2400
,64,64,3,7,8,1,0,,Test 2401
,64,64,3,7,8,1,1,,Test 2402
,64,64,3,7,8,2,0,,Test 2403
,64,64,3,7,8,2,1,,Test 2404
,64,64,3,7,16,1,0,,Test 2405
,64,64,3,7,16,1,1,,Test 2406
,64,64,3,7,16,2,0,,Test 2407
,64,64,3,7,16,2,1,,Test 2408
,64,64,3,7,32,1,0,,Test 2409
,64,64,3,7,32,1,1,,Test 2410
,64,64,3,7,32,2,0,,Test 2411
,64,64,3,7,32,2,1,,Test 2412
,64,64,3,7,64,1,0,,Test 2413
,64,64,3,7,64,1,1,,Test 2414
,64,64,3,7,64,2,0,,Test 2415
,64,64,3,7,64,2,1,,Test 2416
,64,64,3,7,128,1,0,,Test 2417
,64,64,3,7,128,1,1,,Test 2418
,64,64,3,7,128,2,0,,Test 2419
,64,64,3,7,128,2,1,,Test 2420
,64,64,3,7,256,1,0,,Test 2421
,64,64,3,7,256,1,1,,Test 2422
,64,64,3,7,256,2,0,,Test 2423
,64,64,3,7,256,2,1,,Test 2424
,64,64,3,7,512,1,0,,Test 2425
,64,64,3,7,512,1,1,,Test 2426
,64,64,3,7,512,2,0,,Test 2427
,64,64,3,7,512,2,1,,Test 2428
,64,64,3,7,1024,1,0,,Test 2429
,64,64,3,7,1024,1,1,,Test 2430
,64,64,3,7,1024,2,0,,Test 2431
,64,64,3,7,1024,2,1,,Test 2432
,64,64,8,1,8,1,0,,Test 2433
,64,64,8,1,8,1,1,,Test 2434
,64,64,8,1,8,2,0,,Test 2435
,64,64,8,1,8,2,1,,Test 2436
,64,64,8,1,16,1,0,,Test 2437
,64,64,8,1,16,1,1,,Test 2438
,64,64,8,1,16,2,0,,Test 2439
,64,64,8,1,16,2,1,,Test 2440
,64,64,8,1,32,1,0,,Test 2441
,64,64,8,1,32,1,1,,Test 2442
,64,64,8,1,32,2,0,,Test 2443
,64,64,8,1,32,2,1,,Test 2444
,64,64,8,1,64,1,0,,Test 2445
,64,64,8,1,64,1,1,,Test 2446
,64,64,8,1,64,2,0,,Test 2447
,64,64,8,1,64,2,1,,Test 2448
,64,64,8,1,128,1,0,,Test 2449
,64,64,8,1,128,1,1,,Test 2450
,64,64,8,1,128,2,0,,Test 2451
,64,64,8,1,128,2,1,,Test 2452
,64,64,8,1,256,1,0,,Test 2453
,64,64,8,1,256,1,1,,Test 2454
,64,64,8,1,256,2,0,,Test 2455
,64,64,8,1,256,2,1,,Test 2456
,64,64,8,1,512,1,0,,Test 2457
,64,64,8,1,512,1,1,,Test 2458
,64,64,8,1,512,2,0,,Test 2459
,64,64,8,1,512,2,1,,Test 2460
,64,64,8,1,1024,1,0,,Test 2461
,64,64,8,1,1024,1,1,,Test 2462
,64,64,8,1,1024,2,0,,Test 2463
,64,64,8,1,1024,2,1,,Test 2464
,64,64,8,3,8,1,0,,Test 2465
,64,64,8,3,8,1,1,,Test 2466
,64,64,8,3,8,2,0,,Test 2467
,64,64,8,3,8,2,1,,Test 2468
,64,64,8,3,16,1,0,,Test 2469
,64,64,8,3,16,1,1,,Test 2470
,64,64,8,3,16,2,0,,Test 2471
,64,64,8,3,16,2,1,,Test 2472
,64,64,8,3,32,1,0,,Test 2473
,64,64,8,3,32,1,1,,Test 2474
,64,64,8,3,32,2,0,,Test 2475
,64,64,8,3,32,2,1,,Test 2476
,64,64,8,3,64,1,0,,Test 2477
,64,64,8,3,64,1,1,,Test 2478
,64,64,8,3,64,2,0,,Test 2479
,64,64,8,3,64,2,1,,Test 2480
,64,64,8,3,128,1,0,,Test 2481
,64,64,8,3,128,1,1,,Test 2482
,64,64,8,3,128,2,0,,Test 2483
,64,64,8,3,128,2,1,,Test 2484
,64,64,8,3,256,1,0,,Test 2485
,64,64,8,3,256,1,1,,Test 2486
,64,64,8,3,256,2,0,,Test 2487
,64,64,8,3,256,2,1,,Test 2488
,64,64,8,3,512,1,0,,Test 2489
,64,64,8,3,512,1,1,,Test 2490
,64,64,8,3,512,2,0,,Test 2491
,64,64,8,3,512,2,1,,Test 2492
,64,64,8,3,1024,1,0,,Test 2493
,64,64,8,3,1024,1,1,,Test 2494
,64,64,8,3,1024,2,0,,Test 2495
,64,64,8,3,1024,2,1,,Test 2496
,64,64,8,5,8,1,0,,Test 2497
,64,64,8,5,8,1,1,,Test 2498
,64,64,8,5,8,2,0,,Test 2499
,64,64,8,5,8,2,1,,Test 2500
,64,64,8,5,16,1,0,,Test 2501
,64,64,8,5,16,1,1,,Test 2502
,64,64,8,5,16,2,0,,Test 2503
,64,64,8,5,16,2,1,,Test 2504
,64,64,8,5,32,1,0,,Test 2505
,64,64,8,5,32,1,1,,Test 2506
,64,64,8,5,32,2,0,,Test 2507
,64,64,8,5,32,2,1,,Test 2508
,64,64,8,5,64,1,0,,Test 2509
,64,64,8,5,64,1,1,,Test 2510
,64,64,8,5,64,2,0,,Test 2511
,64,64,8,5,64,2,1,,Test 2512
,64,64,8,5,128,1,0,,Test 2513
,64,64,8,5,128,1,1,,Test 2514
,64,64,8,5,128,2,0,,Test 2515
,64,64,8,5,128,2,1,,Test 2516
,64,64,8,5,256,1,0,,Test 2517
,64,64,8,5,256,1,1,,Test 2518
,64,64,8,5,256,2,0,,Test 2519
,64,64,8,5,256,2,1,,Test 2520
,64,64,8,5,512,1,0,,Test 2521
,64,64,8,5,512,1,1,,Test 2522
,64,64,8,5,512,2,0,,Test 2523
,64,64,8,5,512,2,1,,Test 2524
,64,64,8,5,1024,1,0,,Test 2525
,64,64,8,5,1024,1,1,,Test 2526
,64,64,8,5,1024,2,0,,Test 2527
,64,64,8,5,1024,2,1,,Test 2528
,64,64,8,7,8,1,0,,Test 2529
,64,64,8,7,8,1,1,,Test 2530
,64,64,8,7,8,2,0,,Test 2531
,64,64,8,7,8,2,1,,Test 2532
,64,64,8,7,16,1,0,,Test 2533
,64,64,8,7,16,1,1,,Test 2534
,64,64,8,7,16,2,0,,Test 2535
,64,64,8,7,16,2,1,,Test 2536
,64,64,8,7,32,1,0,,Test 2537
,64,64,8,7,32,1,1,,Test 2538
,64,64,8,7,32,2,0,,Test 2539
,64,64,8,7,32,2,1,,Test 2540
,64,64,8,7,64,1,0,,Test 2541
,64,64,8,7,64,1,1,,Test 2542
,64,64,8,7,64,2,0,,Test 2543
,64,64,8,7,64,2,1,,Test 2544
,64,64,8,7,128,1,0,,Test 2545
,64,64,8,7,128,1,1,,Test 2546
,64,64,8,7,128,2,0,,Test 2547
,64,64,8,7,128,2,1,,Test 2548
,64,64,8,7,256,1,0,,Test 2549
,64,64,8,7,256,1,1,,Test 2550
,64,64,8,7,256,2,0,,Test 2551
,64,64,8,7,256,2,1,,Test 2552
